序号,省份,地市,区县,生产经营场所地址,污水处理厂名称,运营单位,排污许可证编号,"设计处理能力
（万吨/日）","2019年实际处理
水量（万吨）"
4193,山东省,滨州市,博兴县,"兴福镇城外李村东
810米","博兴兴福嘉诚水质
净化有限公司","博兴兴福嘉诚水质
净化有限公司",913716005766390771001U,2,276
4194,山东省,滨州市,博兴县,兴业四路三十六号,"光大水务（博兴）有
限公司","光大水务（博兴）有
限公司",91371600672211812P001V,8,3429
4195,山东省,滨州市,博兴县,"陈户镇赵家村北560
米","山东省博兴县宏嘉
通泰水务有限公司","山东省博兴县宏嘉
通泰水务有限公司",91371625073009743E001R,2,109
4196,山东省,滨州市,"高新技术
产业开发
区","小营办事处福生路
北侧","滨州高新区污水处
理厂","山东滨州滨新环境
投资有限公司",913716003446035937001V,3,937.05
4197,山东省,滨州市,惠民县,"胡集镇王肖村北200
米","惠民县胡集（第三）
污水处理厂","山东惠民北控水务
有限公司",91371600MA3C09753U001U,3,863.51
4198,山东省,滨州市,惠民县,孙武路园林处以北,"惠民县城北（第二）
污水处理厂","山东惠民北控中科
成水务有限公司",913716213489883473001Z,3,645.74
4199,山东省,滨州市,惠民县,"经济开发区武定府
路69号","山东省惠民县海蓝
水务有限公司","山东省惠民县海蓝
水务有限公司",91371621699670971Y001Y,3,655.31
4200,山东省,滨州市,"经济技术
开发区",黄河12路渤海24路,"滨州市第二污水处
理厂","光大水务（滨州）有
限公司",91371600668089922c001V,6,2240.57
4201,山东省,滨州市,无棣县,"205国道以东，中心
大街北侧","滨州海孚水业有限
公司","滨州海孚水业有限
公司",91371602694400171N001U,3,1025.84
4202,山东省,滨州市,无棣县,"经济开发区青波河
北路95号","山东弘孚水务有限
公司","山东弘孚水务有限
公司",91371623MA3CQCYL61001V,3,1025.84
4203,山东省,滨州市,无棣县,"柳堡镇新海工业园
新海路南侧，京能热
电厂北侧","无棣县新海污水处
理厂","无棣县新海污水处
理厂",91371623683203105H001U,0.5,46.74
4204,山东省,滨州市,阳信县,"劳店镇陈楼工贸园
区北首，无棣县河北
村东北2080米","阳信县陈楼工贸园
区污水处理厂","阳信县陈楼工贸园
区污水处理厂",91371622683239124L001W,1,32.9
4205,山东省,滨州市,阳信县,"河流镇府前街南桑
阳路东","阳信县河流镇东方
污水处理厂","阳信县河流镇东方
污水处理厂",91371622321796476U001R,0.7,117.8
4206,山东省,滨州市,阳信县,幸福一路1404号,阳信县污水处理厂,阳信县污水处理厂,91371622746553859G001Y,3,365.7
4207,山东省,滨州市,阳信县,"经济开发区工业九
路","阳信新城水处理有
限公司","阳信新城水处理有
限公司",913716223129634553001V,1.5,456
4208,山东省,滨州市,沾化区,"富源街道富源二路
（海蓝大厦北邻）","滨州多赢环保科技
有限公司","滨州市多赢环保科
技有限公司",91371624MA3DRXRE88001R,0.05,5.95
4209,山东省,滨州市,沾化区,"城北工业园洚河一
路北首西侧","滨州同瑞水务有限
公司","滨州同瑞水务有限
公司",91371624493539265H001U,1.1,3.88
4210,山东省,滨州市,沾化区,"城北工业园洚河一
路北首东侧",城北污水处理厂,"山东新天鸿水务有
限公司",913716245652043692002Q,1.5,288.33
4211,山东省,滨州市,沾化区,"富国街道办事处东
杨村以北，宋马干以
南",城市污水处理厂,"山东新天鸿水务有
限公司城市污水厂",913716245652043692001U,1.5,309.64
4212,山东省,滨州市,沾化区,"经济开发区恒业五
路东首","沾化经济开发区污
水处理厂","山东沾化田华水务
科技有限公司",913716245704772061001W,1,204.09
4213,山东省,滨州市,沾化区,"滨海镇耿局村北（滨
海产业园内）","沾化滨海水务科技
有限公司","沾化滨海水务科技
有限公司",91371624079671359X001V,0.3,33.8
4214,山东省,滨州市,邹平市,"魏桥镇创业大道
1706号邹平汇泽实
业有限公司厂区内
南侧","山东省邹平魏桥污
水处理厂有限公司","邹平汇泽实业有限
公司",91371626664405254A001Q,6,413
4215,山东省,滨州市,邹平县,"利民三路与明刚路
交叉口北200米路
西","邹平县九户镇污水
处理厂","邹平县九户镇污水
处理厂",913716265777611622001V,0.5,23.9
4216,山东省,滨州市,邹平县,"明集镇建设四路东
侧","邹平县明集镇污水
处理厂","邹平县明集镇污水
处理厂",91371626073000853J001Q,1.5,262.8
4217,山东省,滨州市,邹平县,"长山镇308国道与
前店村交叉路口，向
东400米路南","邹平县长山镇污水
处理厂","邹平市中辰水务有
限公司",91371626596577598A001R,3,762
4218,山东省,滨州市,邹平县,"黛溪街道办事处邹
韩路马庄桥东500
米","邹平县城市污水处
理厂","邹平众兴水务有限
公司",91371626493514826U001X,16,5285
4219,山东省,菏泽市,曹县,"磐石街道办事处青
岛北路（银香乳业
东）","曹县第二污水处理
厂","曹县晓清水处理有
限公司",91371721062981430H001Y,5,1099
4220,山东省,菏泽市,成武县,"党集镇化工园区2
号路东段","成武桑德碧清水务
有限公司","成武桑德碧清水务
有限公司",91371723MA3EWADE4Y001V,0.5,7
4221,山东省,菏泽市,成武县,"永昌街道办事处刘
坊村南500米","成武桑德润泽水务
有限公司","成武桑德润泽水务
有限公司",91371723MA3NX2RR1P001V,4,65
4222,山东省,菏泽市,成武县,"大田集镇堌王行政
村东50米","成武县大田集镇污
水处理站","巨野县辰润环保设
备有限公司",91371723MA3N14KW97001Q,0.07,25
4223,山东省,菏泽市,单县,"东城办事处东外环
东临天舜路","单县开源水务有限
公司","单县开源水务有限
公司",91371722ma3pg9l43x001V,4,113.79
4224,山东省,菏泽市,单县,工业园区源润东路,"单县康达环保水务
有限公司","单县康达环保水务
有限公司",91371722057945072E001Q,4,1414.28
4225,山东省,菏泽市,定陶区,"滨河办事处石庄行
政村村北（原生活污
水处理厂南邻）","定陶第二污水处理
厂","定陶首创水务有限
公司",91371727326188066P001Q,2,665
4226,山东省,菏泽市,东明县,"城关镇唐庄村，长兴
路西200米","东明碧蓝环境科技
有限公司","东明碧蓝环境科技
有限公司",91371728552228601T001W,1.5,162
4227,山东省,菏泽市,东明县,"菜园集工业园区，东
明润泽化工厂区内","东明洁源环保科技
有限公司","东明洁源环保科技
有限公司",913717280673841927001Y,1.5,548
4228,山东省,菏泽市,东明县,"东明村武胜桥镇，玉
皇化工西50米","东明县武胜桥镇污
水处理站","东明县武胜桥镇污
水处理站",913717007526519149008R,0.1,6
4229,山东省,菏泽市,曹县,"青岛南路盛世东方
北200米路东","国电银河水务（曹
县）有限公司","国电银河水务（曹
县）有限公司",91371721776306410G001V,3,1095
4230,山东省,菏泽市,单县,"北外环路南侧嘉单
河西岸","国电银河水务（单
县）有限公司","国电银河水务（单
县）有限公司",91371722777419628A001U,4,1413.03
4231,山东省,菏泽市,开发区,"长江路东段岳程街
道办事处（长江路与
郑州路交叉口向东
500米路北）","菏泽北控水质净化
有限公司","菏泽北控水质净化
有限公司",91371700MA3CG1GC3D001Y,8,1913
4232,山东省,菏泽市,东明县,"开发区长兴路南段，
万福河北临","菏泽蓝清环境科技
有限公司","菏泽蓝清环境科技
有限公司",91371728MA3CFHG03F001V,4,664
4233,山东省,菏泽市,曹县,"庄寨镇马坊村马坊
小学北150米",庄寨镇污水处理厂,"菏泽市安宇环保科
技有限公司",91371702MA3MP4181X001Q,0.3,108
4234,山东省,菏泽市,定陶区,"滨河办事处崔庄行
政村北",定陶污水处理厂,"菏泽市定陶区三达
水务有限公司",913717275614166206001Y,2.5,789
4235,山东省,菏泽市,东明县,"城关镇三八路东段
与开发大道交叉路
口","菏泽首创水务有限
公司","菏泽首创水务有限
公司",913717287710392378001Q,6,2190
4236,山东省,菏泽市,开发区,"长江路东段岳程街
道办事处（长江路与
郑州路交叉口向东
500米路北）","菏泽中科成污水净
化有限公司","菏泽中科成污水净
化有限公司",913717006693286731001Q,8,2603
4237,山东省,菏泽市,高新区,"万福办事处北外环
路西段","菏泽众兴牡丹水环
境有限公司","菏泽众兴牡丹水环
境有限公司",913717006920474669001U,8,2545
4238,山东省,菏泽市,开发区,"岳程街道洪泽路与
台湾路交叉口","菏泽众兴水环境有
限公司","菏泽众兴水环境有
限公司",91371700690629649X001X,8,1762.51
4239,山东省,菏泽市,巨野县,"大义镇前祝庄村南
京雨润集团福润肉
类公司东邻","巨野县大义镇污水
处理站","巨野县大义镇污水
处理厂",11371724004492081Q001R,0.1,3.65
4240,山东省,菏泽市,巨野县,"城东环路中段327
国道南","巨野县清源污水处
理厂","巨野县三达水务有
限公司",9137172466805640XJ001Z,4,1460
4241,山东省,菏泽市,巨野县,"太平镇平安大街12
号","巨野县太平镇污水
处理站","巨野县潇俊市政工
程有限公司",11371724004491302D001U,0.1,23.7
4242,山东省,菏泽市,巨野县,"董官屯镇政府西200
米青龙路北","巨野县第二污水处
理厂","巨野新达水务有限
公司",91371724061983098D001Z,1.2,263
4243,山东省,菏泽市,鄄城县,"鄄七路与城濮街交
叉口东北角","鄄城北控水质净化
有限公司","鄄城北控水质净化
有限公司",91371726MA3F08D19P001Y,2,482
4244,山东省,菏泽市,鄄城县,"鄄七路与城濮街交
叉口东北角","鄄城嘉诚水质净化
有限公司","鄄城嘉诚水质净化
有限公司",91371726562507719G001Y,4,1444.5
4245,山东省,菏泽市,鄄城县,亿城街北，临泽路东,"鄄城县经济开发区
污水处理厂","鄄城丰青元环保科
技有限公司",91371726082968188X001W,2,579.8
4246,山东省,菏泽市,东明县,"陆圈镇王官屯北河
东公路北","东明县陆圈镇污水
处理站","山东环昱建设集团
股份有限公司",913717007526519149001V,0.2,60
4247,山东省,菏泽市,曹县,"普连集镇大王集村
西100米路北（格得
生物东门对过）","曹县化工园区污水
处理厂","山东深水海纳水务
环保有限公司",91371721MA3D7Y7MX0001V,1,14.73
4248,山东省,菏泽市,曹县,"磐石街道办事处王
口村南1000米，盖
世物流园北门往东
1000米","曹县新医药产业园
区污水处理厂","山东深水水务有限
公司",91371721334717765D001W,2,187.52
4249,山东省,菏泽市,成武县,"经济开发区千佛山
路中段","山东省成武盈源实
业有限公司","山东省成武盈源实
业有限公司",91371723779741805A001Z,4,1451
4250,山东省,菏泽市,定陶区,"黄店镇黄西村西山
东石化西邻20米","黄店镇黄西村污水
处理站","中建投山东环境工
程有限公司",913717007526519149002V,0.05,15
4251,山东省,菏泽市,定陶区,"马集镇大李家村东
50米","马集镇大李家村污
水处理站","中建投山东环境工
程有限公司",913717007526519149003Q,0.05,15
4252,山东省,菏泽市,定陶区,"马集镇刘庄村西50
米","马集镇刘庄村污水
处理站","中建投山东环境工
程有限公司",913717007526519149005Q,0.05,18
4253,山东省,菏泽市,定陶区,"张湾镇河西董村东
200米","张湾镇河西董村污
水处理站","中建投山东环境工
程有限公司",913717007526519149007U,0.05,18
4254,山东省,菏泽市,定陶区,"张湾镇张湾村村西
300米","张湾镇张湾村污水
处理站","中建投山东环境工
程有限公司",913717007526519149006U,0.05,16
4255,山东省,菏泽市,郓城县,"煤化工业园洪达化
工生活区西邻","郓城县第二污水处
理厂","山东世安环保工程
有限公司",91371725MA3CL26A30001V,2,160
4256,山东省,菏泽市,定陶区,"杜堂镇万亩生态园
裴孔路中段路南",西王楼污水处理站,"山东亿洋环境工程
有限公司",91371727MA3D36429P001Q,0.3,16
4257,山东省,菏泽市,郓城县,"经济开发区水浒东
路和工业5路交叉
口东100米","郓城县天源污水处
理有限公司","郓城县天源污水处
理有限公司",91371725555241035c001V,4,831
4258,山东省,菏泽市,郓城县,"北环清泽路东段路
北100米",郓城县污水处理厂,郓城县污水处理厂,913717257871518055001U,4,1426.67
4259,河南省,安阳市,北关区,"光明路与邺城大道交
叉口光明桥北370米
路东","安阳博华水务投资有
限公司","安阳博华水务投
资有限公司",914105003174386095001U,5,1136.6
4260,河南省,安阳市,文峰区,"光明路与文明大道交
叉口东北角100米路
北","安阳首创水务有限公
司","安阳首创水务有
限公司",hb410500500000079S001R,10,3560.74
4261,河南省,安阳市,殷都区,"水冶镇姬家屯村姬家
屯村东40米","安阳水冶首创污水处
理有限责任公司","安阳水冶首创污
水处理有限责任
公司",91410522556917367Y001R,2,477.3
4262,河南省,安阳市,文峰区,光明路东侧洪河北侧,"安阳泰元水务有限公
司","安阳泰元水务有
限公司",91410500692170448U001W,5,2017.9
4263,河南省,安阳市,安阳县,"城乡一体化示范区白
璧镇郭路村南","安阳县宝呈凯瑞尔水
务有限公司","安阳县宝呈凯瑞
尔水务有限公司",91410500562453685E001V,2,224.28
4264,河南省,安阳市,龙安区,"文昌大道与铁西路交
叉口南600米","安阳宗村桑德水务有
限公司","安阳宗村桑德水
务有限公司",91410500798241195R001R,10,2456.98
4265,河南省,"平顶山
市",宝丰县,周庄镇小张庄村西,"宝丰县碧水源水处理
有限公司","宝丰县碧水源水
处理有限公司",91410421MA448MXW3B001Y,4,1225
4266,河南省,济源市,济源市,"长途汽车站往东500
米路南",济源市污水处理厂,"北控（济源）污水
净化有限公司",91419001MA3XD8U06B001X,10,3207.7
4267,河南省,济源市,济源市,梨林镇,"济源市第二污水处理
厂","北控（济源）污水
净化有限公司第
二污水处理厂",91419001MA3XD8U06B002V,4,721.9
