省/直辖市,地市,Permit,单位名称,行业类别,有效期限,发证日期
四川省,遂宁市,91510900MA68WA6T2Q045V,南强工业污水处理厂,污水处理及其再生利用,2024-06-26至2029-06-25,2024-06-26
安徽省,滁州市,91341125MA2TCN38XJ018V,定远县城乡水务投资建设有限公司,污水处理及其再生利用,2024-06-25至2029-06-24,2024-06-25
山东省,聊城市,91371521050903670Q001V,阳谷县瀚海水处理有限公司,污水处理及其再生利用,2024-06-25至2029-06-24,2024-06-25
甘肃省,武威市,12622322438681154E001X,民勤县给排水管理站,污水处理及其再生利用,2024-06-29至2029-06-28,2024-05-20
河北省,石家庄市,91130182554463533P004V,华北制药河北华民药业有限责任公司（三车间）,污水处理及其再生利用,2022-04-13至2027-04-12,2022-04-13
云南省,红河哈尼族彝族自治州,91532525584804765C001V,石屏精晶豆制品投资开发有限责任公司,污水处理及其再生利用,2023-06-13至2028-06-12,2023-06-13
河北省,唐山市,91130200700623778W002W,唐山城市排水有限公司(东郊污水处理厂),污水处理及其再生利用,2022-06-03至2027-06-02,2022-05-26
浙江省,湖州市,113305230025737262001R,安吉县杭垓镇人民政府,污水处理及其再生利用,2023-07-31至2028-07-30,2023-07-31
黑龙江省,鸡西市,912330035698847870001R,黑龙江省牡丹江农垦利民污水处理有限公司,污水处理及其再生利用,2022-06-24至2027-06-23,2022-01-13
云南省,曲靖市,91530300316358922X003V,曲靖开发区公用事业管理有限公司,污水处理及其再生利用,2023-03-14至2028-03-13,2023-03-14
重庆市,市辖区,91500104747493798N001X,重庆建桥实业发展有限公司（建桥A区工业废水处理厂）,污水处理及其再生利用,2021-12-20至2026-12-19,2021-10-08
黑龙江省,鸡西市,91233003414110525E002W,北大荒集团黑龙江兴凯湖农场有限公司,污水处理及其再生利用,2023-03-27至2028-03-26,2023-03-27
江苏省,盐城市,913209215781949805001K,响水华清污水处理有限公司,污水处理及其再生利用,2023-07-29至2028-07-28,2023-07-29
河北省,石家庄市,91130131054037124R001R,平山县汉唐环保科技有限公司,污水处理及其再生利用,2022-04-26至2027-04-25,2022-04-26
内蒙古自治区,通辽市,9115052177948540XQ001Q,科尔沁左翼中旗科建污水处理有限责任公司,污水处理及其再生利用,2022-09-30至2027-09-29,2022-07-25
安徽省,合肥市,9134000071177511XW071Q,巢湖市苏湾镇污水处理厂,污水处理及其再生利用,2023-08-31至2028-08-30,2023-07-28
安徽省,合肥市,9134000071177511XW070U,巢湖市栏杆集镇污水处理厂,污水处理及其再生利用,2023-08-31至2028-08-30,2023-07-22
安徽省,合肥市,9134000071177511XW072U,巢湖市庙岗镇污水处理厂,污水处理及其再生利用,2023-08-31至2028-08-30,2023-07-22
河南省,济源市,114116000056927555001U,济源市坡头镇人民政府,污水处理及其再生利用,2021-12-08至2026-12-07,2021-12-08
新疆维吾尔自治区,克拉玛依市,91650205098175510H001Q,克拉玛依明华环境工程有限公司,污水处理及其再生利用,2022-05-20至2027-05-19,2022-05-20
内蒙古自治区,呼和浩特市,91150100MA0Q9QDL56002V,内蒙古春源水务科技有限公司章盖营污水深度处理厂,污水处理及其再生利用,2021-02-01至2026-01-31,2021-07-16
北京市,市辖区,91110113783212893C001Y,北京同晟水净化有限公司北京天竺污水处理厂,污水处理及其再生利用,2021-12-28至2026-12-27,2021-12-27
河北省,衡水市,91131181MA0A88TL88001V,衡水润园污水处理厂,污水处理及其再生利用,2022-07-09至2027-07-08,2022-05-05
山东省,济宁市,9137082649437065XB001R,微山县南阳岛污水处理有限责任公司,污水处理及其再生利用,2023-07-28至2028-07-27,2023-07-28
四川省,宜宾市,91511525MA62A2UF32002R,福溪工业集中区污水处理厂,污水处理及其再生利用,2022-01-21至2027-01-20,2022-01-21
山东省,东营市,12370521698078247E001V,垦利省级农业高新技术产业开发区管理委员会,污水处理及其再生利用,2021-08-12至2026-08-11,2021-08-12
四川省,南充市,9151132566278174X6001V,四川民泰环保有限公司,污水处理及其再生利用,2022-07-15至2027-07-14,2022-07-10
内蒙古自治区,锡林郭勒盟,12152527MB1N159503001V,太仆寺旗园区综合服务中心,污水处理及其再生利用,2023-07-28至2028-07-27,2023-07-28
黑龙江省,绥化市,11232304001932870F002U,海伦市海北镇污水处理厂,污水处理及其再生利用,2021-09-13至2026-09-12,2021-09-13
四川省,成都市,915101007348085435008V,成都市排水有限责任公司（成都市第十再生水厂）,污水处理及其再生利用,2022-07-15至2027-07-14,2022-03-31
黑龙江省,双鸭山市,91230523MA18WUUE8U003Q,宝清县七星泡一体化污水处理设备项目,污水处理及其再生利用,2021-07-19至2026-07-18,2021-07-19
黑龙江省,双鸭山市,91230523MA18WUUE8U002Q,宝清县青原镇一体化污水处理设备建设项目,污水处理及其再生利用,2021-07-19至2026-07-18,2021-07-19
河北省,邢台市,121305004033905176001V,邢台市污水处理厂,污水处理及其再生利用,2022-05-20至2027-05-19,2022-05-20
湖北省,武汉市,11420115778157615R002R,中信清水入江（武汉）投资建设有限公司,污水处理及其再生利用,2023-07-28至2028-07-27,2023-07-28
浙江省,湖州市,113305230025737187001V,安吉县报福镇人民政府,污水处理及其再生利用,2022-08-30至2027-08-29,2022-07-25
海南省,临高县,914690280510983272002V,临高县污水处理厂,污水处理及其再生利用,2022-04-24至2027-04-23,2023-07-28
江苏省,徐州市,9132032433094133XU014V,睢宁县润田水务有限公司（城东污水处理厂）,污水处理及其再生利用,2021-04-23至2026-04-22,2021-04-23
山东省,聊城市,9137150059520612X7001V,聊城市瀚海水处理有限公司,污水处理及其再生利用,2021-11-26至2026-11-25,2021-11-26
山东省,聊城市,91371500494227781X001Y,聊城嘉明康达污水处理有限公司,污水处理及其再生利用,2021-11-25至2026-11-24,2021-11-25
河北省,廊坊市,91131081678546429D001P,霸州市信环水务有限公司,污水处理及其再生利用,2021-11-29至2026-11-28,2021-11-29
河北省,廊坊市,91131081575536033F001P,霸州市信环水务有限公司胜芳分公司,污水处理及其再生利用,2021-08-07至2026-08-06,2021-08-07
河北省,唐山市,91130282590978884E001Z,唐山市丰南区瑞源污水处理有限公司,污水处理及其再生利用,2022-03-02至2027-03-01,2022-03-02
河北省,保定市,91130623661086323C001Z,涞水县滨河城市污水处理中心（东）,污水处理及其再生利用,2021-07-02至2026-07-01,2021-07-02
陕西省,汉中市,91610726MA6YUP2709005U,宁强县城区污水处理厂,污水处理及其再生利用,2022-04-18至2027-04-17,2022-04-18
陕西省,汉中市,91610726MA6YUP2709004V,宁强县青木川镇污水处理厂,污水处理及其再生利用,2022-06-20至2027-06-19,2022-06-18
四川省,遂宁市,91510923789131517X001W,四川千何环境治理有限公司,污水处理及其再生利用,2022-07-01至2027-06-30,2022-04-28
宁夏回族自治区,银川市,91640121MA7CQX4B8J001V,永宁县鸿源水处理有限公司,污水处理及其再生利用,2021-12-10至2026-12-09,2021-10-12
宁夏回族自治区,银川市,91640181MA773KX4XF003V,灵武市金科环境技术有限公司（灵武市生态纺织园综合污水处理厂）,污水处理及其再生利用,2021-03-10至2026-03-09,2021-03-10
河北省,衡水市,91131128MA0D5UT96Q002V,阜城富来污水处理有限责任公司（北区）,污水处理及其再生利用,2023-04-14至2028-04-13,2023-04-14
河北省,衡水市,91131128MA0D5UT96Q001V,阜城富来污水处理有限责任公司（东区）,污水处理及其再生利用,2023-04-14至2028-04-13,2023-04-14
黑龙江省,哈尔滨市,91230100763188398E001U,哈尔滨市利林环保水处理有限公司,污水处理及其再生利用,2021-12-10至2026-12-09,2021-12-10
安徽省,黄山市,91341000MA2T232RXB067U,安徽环境新安江生态科技有限公司（歙县王村镇污水处理站）,污水处理及其再生利用,2022-04-28至2027-04-27,2022-04-28
安徽省,黄山市,91341000MA2T232RXB068U,安徽环境新安江生态科技有限公司（歙县许村镇污水处理厂）,污水处理及其再生利用,2022-04-28至2027-04-27,2022-04-28
安徽省,黄山市,91341000MA2T232RXB069U,安徽环境新安江生态科技有限公司（歙县长陔乡污水处理站）,污水处理及其再生利用,2022-04-28至2027-04-27,2022-04-28
河北省,邢台市,911305245632364554001V,柏乡县新洁污水处理有限公司,污水处理及其再生利用,2021-11-05至2026-11-04,2021-11-05
河北省,定州市,91130682MA0DB7FM3Y001V,河北两山生态科技有限公司定州分公司,污水处理及其再生利用,2022-05-08至2027-05-07,2021-12-07
浙江省,嘉兴市,91330481MA2JDUF65K001V,物产经编（海宁）水务有限公司,污水处理及其再生利用,2023-07-27至2028-07-26,2023-07-27
上海市,市辖区,913101157416038297001U,上海友联竹园第一污水处理投资发展有限公司,污水处理及其再生利用,2023-07-27至2028-07-26,2023-07-27
河北省,邢台市,911305286760068167001C,宁晋县碧源污水处理有限公司,污水处理及其再生利用,2022-05-30至2027-05-29,2022-04-27
河北省,廊坊市,91131026MACNJNPK9B001U,廊坊千灏污水处理有限公司,污水处理及其再生利用,2023-07-27至2028-07-26,2023-07-27
江苏省,无锡市,91320282673007063A002R,宜兴市建邦环境投资有限责任公司西渚污水处理厂,污水处理及其再生利用,2021-10-08至2026-10-07,2023-07-27
江苏省,无锡市,91320282355069111P001Y,宜兴建兴环境投资有限公司城市污水处理厂,污水处理及其再生利用,2021-10-08至2026-10-07,2023-07-27
江苏省,无锡市,913202827938481829001R,宜兴市华骐污水处理有限公司,污水处理及其再生利用,2021-11-05至2026-11-04,2023-07-27
江苏省,无锡市,91320282781294418H001R,欧亚华都（宜兴）水务有限公司,污水处理及其再生利用,2021-11-05至2026-11-04,2023-07-27
江苏省,无锡市,91320282673007063A003R,宜兴市建邦环境投资有限责任公司官林污水处理厂,污水处理及其再生利用,2021-11-05至2026-11-04,2023-07-27
江苏省,无锡市,91320282673007063A001R,宜兴市建邦环境投资有限责任公司和桥污水处理厂,污水处理及其再生利用,2021-10-08至2026-10-07,2023-07-27
广东省,东莞市,9144190008256292XF001V,东莞金诺珠宝有限公司,污水处理及其再生利用,2023-04-21至2028-04-20,2023-07-25
山西省,晋中市,91149900MA0L2N085M004R,山西博世科环保科技有限公司(中盛污水处理站),污水处理及其再生利用,2022-06-27至2027-06-26,2022-06-08
福建省,厦门市,91350212MA33JEGQ1P006U,厦门同安城建水务环境有限公司（汀溪污水厂）,污水处理及其再生利用,2023-07-27至2028-07-26,2023-07-27
贵州省,铜仁市,91520624MA6J6PUW9J019R,教育园区排水一期工程,污水处理及其再生利用,2023-07-26至2028-07-25,2023-07-26
河北省,唐山市,91130282754011427R001Q,唐山市丰南区利源污水处理有限公司,污水处理及其再生利用,2022-03-02至2027-03-01,2022-03-01
河南省,三门峡市,91411281MA3XCYFR7E001Q,义马市家园环境科技有限公司,污水处理及其再生利用,2023-07-26至2028-07-25,2023-07-26
陕西省,延安市,91610602MA6YJETEXX001V,陕西益清环保科技有限公司,污水处理及其再生利用,2023-01-16至2028-01-15,2023-01-16
陕西省,延安市,91610624MAB38E992C001V,安塞元吉环保科技有限公司,污水处理及其再生利用,2022-11-18至2027-11-17,2022-11-18
江苏省,盐城市,91320922MA1XC4RX7R003Q,滨海县善治污水处理有限公司界牌污水处理厂,污水处理及其再生利用,2021-08-26至2026-08-25,2021-08-26
江苏省,盐城市,91320922MA1XC4RX7R004U,滨海县善治污水处理有限公司头罾污水处理厂,污水处理及其再生利用,2023-01-13至2028-01-12,2023-01-13
江苏省,盐城市,91320922MA1XC4RX7R002Q,滨海县善治污水处理有限公司通榆污水处理厂,污水处理及其再生利用,2021-08-26至2026-08-25,2021-08-26
陕西省,安康市,11610924773841186B003U,紫阳县住房和城乡建设局（汉王镇污水处理站）,污水处理及其再生利用,2023-08-12至2028-08-11,2023-07-26
河北省,廊坊市,9113108169758130XC001Q,霸州信安水处理营运有限责任公司,污水处理及其再生利用,2022-08-26至2027-08-25,2022-08-26
山东省,聊城市,91371500MA3RE27Y1M001V,聊城市茌平区北控开源水务有限公司,污水处理及其再生利用,2023-07-26至2028-07-25,2023-07-26
四川省,宜宾市,91511528680416842U001R,兴文国润排水有限公司,污水处理及其再生利用,2022-07-04至2027-07-03,2022-06-20
河北省,邢台市,91130528MA0CEYDY8U001Q,宁晋县康源污水处理有限公司,污水处理及其再生利用,2022-05-28至2027-05-27,2022-05-19
内蒙古自治区,赤峰市,91150404MA0MWDUAXT001V,赤峰博华水务投资有限公司,污水处理及其再生利用,2023-05-07至2028-05-06,2023-03-09
福建省,龙岩市,91350824MA2XWWRD07003R,武平县纳川水环境发展有限公司武平县岩前污水处理厂,污水处理及其再生利用,2023-07-26至2028-07-25,2023-07-26
福建省,龙岩市,91350824MA2XWWRD07004R,武平县纳川水环境发展有限公司武平县十方污水处理厂,污水处理及其再生利用,2023-07-26至2028-07-25,2023-07-26
福建省,南平市,91350724689363484W001W,福建榕辉环境工程有限公司,污水处理及其再生利用,2022-06-28至2027-06-27,2022-06-24
河南省,洛阳市,91410322782224147B002W,孟津区平乐镇污水厂,污水处理及其再生利用,2023-07-26至2028-07-25,2023-07-26
河北省,保定市,9113063168135599X6002V,望都县清源污水处理有限公司（开发区）,污水处理及其再生利用,2021-09-09至2026-09-08,2021-09-09
江西省,抚州市,913610213147089685001W,中节能环保投资发展（江西）有限公司南城工业园区污水处理厂,污水处理及其再生利用,2022-05-24至2027-05-23,2022-04-13
青海省,海西蒙古族藏族自治州,91632800MA752AA81H001Q,青海茶卡盐湖文化旅游发展股份有限公司,污水处理及其再生利用,2023-01-03至2028-01-02,2022-09-28
云南省,曲靖市,91530300316358922X004R,曲靖开发区公用事业管理有限公司南海子污水处理厂,污水处理及其再生利用,2022-07-31至2027-07-30,2022-08-24
河南省,洛阳市,91410322782224147B003Y,孟津区朝阳镇污水处理厂,污水处理及其再生利用,2023-07-25至2028-07-24,2023-07-25
河南省,洛阳市,91410322782224147B005R,孟津区送庄镇污水处理厂,污水处理及其再生利用,2023-07-25至2028-07-24,2023-07-25
云南省,昭通市,91530622MA7CB874XE007U,巧家县人居工程建设管理有限公司（巧家县蒙姑镇污水处理站）,污水处理及其再生利用,2023-03-23至2028-03-22,2023-03-23
湖南省,娄底市,91431381MA4R3MW92T001U,冷水江市柳溪污水处理有限公司,污水处理及其再生利用,2022-08-30至2027-08-29,2022-08-22
